Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
4529;3;P35579,P08238,P08107;1;1.0000;3.0000;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35579,P08238,P08107&tool=chartReport&annot=GOTERM_MF_ALL
4530;3;Q9UER7,Q99733,P62805;1;1.0000;3.0000;DAXX-AXIN complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UER7,Q99733,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4531;3;Q99613,P60228,O15372;1;1.0000;3.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.2500;12;4.1050179272652363e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99613,P60228,O15372&tool=chartReport&annot=GOTERM_MF_ALL
4532;3;O15144,P61158,O15511;2;2.0000;1.5000;Arp2/3 protein complex;0.4286;7;6.530710338831056e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O15144,P61158,O15511&tool=chartReport&annot=GOTERM_MF_ALL
4533;3;P68104,P61956,O00231;2;2.0000;1.5000;SNW1 complex;0.0185;18;0.03614102751762873;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68104,P61956,O00231&tool=chartReport&annot=GOTERM_MF_ALL
4534;3;Q15428,P62316,P62304;1;1.0000;3.0000;SMN1-SIP1-SNRP complex;0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P62316,P62304&tool=chartReport&annot=GOTERM_MF_ALL
4535;3;P02545,Q8NF91,P20700;1;1.0000;3.0000;Emerin architectural complex;0.2222;6;4.12087822380018e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02545,Q8NF91,P20700&tool=chartReport&annot=GOTERM_MF_ALL
4536;3;P02511,P25788,P28072;1;1.0000;3.0000;DNAJB2-HSPA8-PSMA3 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P25788,P28072&tool=chartReport&annot=GOTERM_MF_ALL
4537;3;Q99613,Q14240,O15372;1;1.0000;3.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.1111;12;0.00018082603969638982;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99613,Q14240,O15372&tool=chartReport&annot=GOTERM_MF_ALL
4538;3;Q7L523,Q9Y2Q5,Q6IAA8;2;2.0000;1.5000;p14-Mp1-ERK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q7L523,Q9Y2Q5,Q6IAA8&tool=chartReport&annot=GOTERM_MF_ALL
4539;3;Q13564,P05067,P02647;1;1.0000;3.0000;Amyloid beta protein oligomer;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13564,P05067,P02647&tool=chartReport&annot=GOTERM_MF_ALL
4540;3;P00918,Q16611,P10809;1;1.0000;3.0000;MCL1-BAK1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P00918,Q16611,P10809&tool=chartReport&annot=GOTERM_MF_ALL
4541;3;P62942,P21817,Q02790;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62942,P21817,Q02790&tool=chartReport&annot=GOTERM_MF_ALL
4542;3;P28482,P40763,Q15121;1;1.0000;3.0000;STAT3 homodimer copmplex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P28482,P40763,Q15121&tool=chartReport&annot=GOTERM_MF_ALL
4543;3;Q15428,P62316,P62306;1;1.0000;3.0000;6S methyltransferase and RG-containing Sm proteins complex;0.1667;8;7.68533992673372e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15428,P62316,P62306&tool=chartReport&annot=GOTERM_MF_ALL
4544;3;P67775,P62136,P27361;1;1.0000;3.0000;PPP2CA-PPP2R1A complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67775,P62136,P27361&tool=chartReport&annot=GOTERM_MF_ALL
4545;3;P11532,Q13425,P68133;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11532,Q13425,P68133&tool=chartReport&annot=GOTERM_MF_ALL
4546;3;P62269,P46781,P61247;3;3.0000;1.0000;40S ribosomal subunit, cytoplasmic;0.0462;65;1.1165648762161466e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62269,P46781,P61247&tool=chartReport&annot=GOTERM_MF_ALL
4547;3;P67809,Q00839,Q12905;1;1.0000;3.0000;GR-hnRNP U complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67809,Q00839,Q12905&tool=chartReport&annot=GOTERM_MF_ALL
4548;3;P30101,Q96HE7,P27797;1;1.0000;3.0000;Calreticulin oligomer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P30101,Q96HE7,P27797&tool=chartReport&annot=GOTERM_MF_ALL
4549;3;Q03135,Q12933,Q14254;1;1.0000;3.0000;Caveolin-1 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q03135,Q12933,Q14254&tool=chartReport&annot=GOTERM_MF_ALL
4550;3;P11142,P62136,O95816;1;1.0000;3.0000;PNUTS-PP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11142,P62136,O95816&tool=chartReport&annot=GOTERM_MF_ALL
4551;3;Q8IXJ6,Q9UBN7,Q71U36;1;1.0000;3.0000;TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex;0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8IXJ6,Q9UBN7,Q71U36&tool=chartReport&annot=GOTERM_MF_ALL
4552;3;P06400,P21980,P30281;1;1.0000;3.0000;TRIM27-RB1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06400,P21980,P30281&tool=chartReport&annot=GOTERM_MF_ALL
4553;3;P68104,Q13564,Q15843;1;1.0000;3.0000;APPBP1-UBA3 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68104,Q13564,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4554;3;Q9UBF2,P48444,P53618;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UBF2,P48444,P53618&tool=chartReport&annot=GOTERM_MF_ALL
4555;3;P60866,P15880,P62280;2;2.0000;1.5000;40S ribosomal subunit, cytoplasmic;0.0462;65;1.1165648762161466e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60866,P15880,P62280&tool=chartReport&annot=GOTERM_MF_ALL
4556;3;P16104,P30101,P27797;1;1.0000;3.0000;Calreticulin oligomer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P16104,P30101,P27797&tool=chartReport&annot=GOTERM_MF_ALL
4557;3;P28072,P60900,P28066;1;1.0000;3.0000;20S proteasome;0.2143;14;6.791938752384278e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P28072,P60900,P28066&tool=chartReport&annot=GOTERM_MF_ALL
4558;3;P42766,P84098,P62750;1;1.0000;3.0000;60S ribosomal subunit, cytoplasmic;0.0638;47;3.0255848041184453e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42766,P84098,P62750&tool=chartReport&annot=GOTERM_MF_ALL
4559;3;Q13155,P07814,P41252;1;1.0000;3.0000;Multisynthetase complex;0.2727;11;3.0787634454489195e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13155,P07814,P41252&tool=chartReport&annot=GOTERM_MF_ALL
4560;3;Q13185,P68431,P62805;2;2.0000;1.5000;Histone H3.1 complex;0.1333;10;0.0001234024366453396;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13185,P68431,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4561;3;P35555,P23142,P15502;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35555,P23142,P15502&tool=chartReport&annot=GOTERM_MF_ALL
4562;3;P63279,P49789,P61956;1;1.0000;3.0000;NR3C2-UBC9-SRC-1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P63279,P49789,P61956&tool=chartReport&annot=GOTERM_MF_ALL
4563;3;O14818,P28070,P28066;1;1.0000;3.0000;20S proteasome;0.2143;14;6.791938752384278e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14818,P28070,P28066&tool=chartReport&annot=GOTERM_MF_ALL
4564;3;P60228,P06748,P62805;1;1.0000;3.0000;CTCF-nucleophosmin complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60228,P06748,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4565;3;Q07960,P63000,P60953;1;1.0000;3.0000;PAR6-CDC42 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q07960,P63000,P60953&tool=chartReport&annot=GOTERM_MF_ALL
4566;3;P84103,P38919,Q07955;1;1.0000;3.0000;eIF4AIII-Btz complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P84103,P38919,Q07955&tool=chartReport&annot=GOTERM_MF_ALL
4567;3;P52565,P60953,Q13177;2;2.0000;1.5000;PAR6-CDC42 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P52565,P60953,Q13177&tool=chartReport&annot=GOTERM_MF_ALL
4568;3;P60520,P07237,Q9Y4P1;1;1.0000;3.0000;Prolyl 4-hydroxylase (alpha(III)-type);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60520,P07237,Q9Y4P1&tool=chartReport&annot=GOTERM_MF_ALL
4569;3;Q9UNS2,Q13098,Q16531;1;1.0000;3.0000;CSA complex;0.2308;13;5.336523305444818e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UNS2,Q13098,Q16531&tool=chartReport&annot=GOTERM_MF_ALL
4570;3;O60941,P11532,P68133;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O60941,P11532,P68133&tool=chartReport&annot=GOTERM_MF_ALL
4571;3;P67775,P63167,Q9Y3A3;1;1.0000;3.0000;PPP2CA-PPP2R1A complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67775,P63167,Q9Y3A3&tool=chartReport&annot=GOTERM_MF_ALL
4572;3;Q9NQR1,P39687,P62805;1;1.0000;3.0000;Histone H3.3 complex;0.0370;9;0.01818137443276242;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9NQR1,P39687,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4573;3;Q9Y3E7,O43633,Q9H444;1;1.0000;3.0000;ESCRT-III complex;0.3000;10;2.2391006875992144e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y3E7,O43633,Q9H444&tool=chartReport&annot=GOTERM_MF_ALL
4574;3;P11142,Q14103,P04792;1;1.0000;3.0000;PABPC1-HSPA8-HNRPD-EIF4G1 complex;0.2667;5;2.7484960940296434e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11142,Q14103,P04792&tool=chartReport&annot=GOTERM_MF_ALL
4575;3;Q12982,Q07960,P63000;2;2.0000;1.5000;BNIP2-ARHGAP8 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12982,Q07960,P63000&tool=chartReport&annot=GOTERM_MF_ALL
4576;3;P46777,Q53EL6,Q15843;1;1.0000;3.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P46777,Q53EL6,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4577;3;P27824,P13667,P04114;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P27824,P13667,P04114&tool=chartReport&annot=GOTERM_MF_ALL
4578;3;O00303,Q9UBQ5,O15371;2;2.0000;3.0000;eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7);0.2500;12;4.1050179272652363e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00303,Q9UBQ5,O15371&tool=chartReport&annot=GOTERM_MF_ALL
4579;3;P40227,P17987,P49368;2;2.0000;1.5000;CCT micro-complex;0.3750;8;1.0449136542129646e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P40227,P17987,P49368&tool=chartReport&annot=GOTERM_MF_ALL
4580;3;P21796,P37840,P06396;1;1.0000;3.0000;DJ-1-SNCA complex, high molecular weight complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P21796,P37840,P06396&tool=chartReport&annot=GOTERM_MF_ALL
4581;3;P17096,P68400,P19338;1;1.0000;3.0000;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P17096,P68400,P19338&tool=chartReport&annot=GOTERM_MF_ALL
4582;3;P61978,P26599,Q14103;1;1.0000;3.0000;PIN1-AUF1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P61978,P26599,Q14103&tool=chartReport&annot=GOTERM_MF_ALL
4583;3;P23246,P07910,P09651;4;4.0000;0.7500;PSF-p54(nrb) complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23246,P07910,P09651&tool=chartReport&annot=GOTERM_MF_ALL
4584;3;P50995,O75340,O94979;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50995,O75340,O94979&tool=chartReport&annot=GOTERM_MF_ALL
4585;3;Q99570,P31946,P25705;2;2.0000;1.5000;Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99570,P31946,P25705&tool=chartReport&annot=GOTERM_MF_ALL
4586;3;P62942,P07900,Q02790;1;1.0000;3.0000;eNOS-HSP90 complex, VEGF induced;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62942,P07900,Q02790&tool=chartReport&annot=GOTERM_MF_ALL
4587;3;O00410,Q9H6Z4,P62826;1;1.0000;3.0000;RANBP1-RAN-KPNB1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00410,Q9H6Z4,P62826&tool=chartReport&annot=GOTERM_MF_ALL
4588;3;P60842,Q53EL6,P62277;1;1.0000;3.0000;PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex;0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60842,Q53EL6,P62277&tool=chartReport&annot=GOTERM_MF_ALL
4589;3;P31946,Q9BX66,P55196;1;1.0000;3.0000;BRAF-RAF1-14-3-3 complex;0.0370;9;0.01818137443276242;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31946,Q9BX66,P55196&tool=chartReport&annot=GOTERM_MF_ALL
4590;3;Q13200,O00231,P54578;1;1.0000;3.0000;PA700 complex;0.0667;20;0.0005186690151101926;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13200,O00231,P54578&tool=chartReport&annot=GOTERM_MF_ALL
4591;3;Q15942,P50552,P12814;3;3.0000;1.0000;Affixin-actinin(alpha) complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15942,P50552,P12814&tool=chartReport&annot=GOTERM_MF_ALL
4592;3;P35659,P39687,P62805;2;2.0000;1.5000;Splicing-associated factors complex;0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35659,P39687,P62805&tool=chartReport&annot=GOTERM_MF_ALL
4593;3;P68104,P54725,P61956;1;1.0000;3.0000;SNW1 complex;0.0185;18;0.03614102751762873;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68104,P54725,P61956&tool=chartReport&annot=GOTERM_MF_ALL
4594;3;Q9Y3A3,P49368,P63167;1;1.0000;3.0000;CCT micro-complex;0.0417;8;0.01617219579926066;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y3A3,P49368,P63167&tool=chartReport&annot=GOTERM_MF_ALL
4595;3;P11532,Q13425,Q14118;1;1.0000;3.0000;Beta-dystroglycan-caveolin-3 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11532,Q13425,Q14118&tool=chartReport&annot=GOTERM_MF_ALL
4596;3;Q03135,Q12933,Q9NR28;2;2.0000;1.5000;Caveolin-1 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q03135,Q12933,Q9NR28&tool=chartReport&annot=GOTERM_MF_ALL
4597;3;P05067,P02647,P07339;1;1.0000;3.0000;Amyloid beta protein oligomer;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P05067,P02647,P07339&tool=chartReport&annot=GOTERM_MF_ALL
4598;3;Q9P289,Q9BUL8,Q9Y6E0;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9P289,Q9BUL8,Q9Y6E0&tool=chartReport&annot=GOTERM_MF_ALL
4599;3;P17844,P31943,P22626;1;1.0000;3.0000;HNRPF-HNRPH1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P17844,P31943,P22626&tool=chartReport&annot=GOTERM_MF_ALL
4600;3;P60520,P62263,P15880;1;1.0000;3.0000;40S ribosomal subunit, cytoplasmic;0.0205;65;0.0015216685703701056;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60520,P62263,P15880&tool=chartReport&annot=GOTERM_MF_ALL
4601;3;Q8WUM4,Q9UBV8,O75340;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WUM4,Q9UBV8,O75340&tool=chartReport&annot=GOTERM_MF_ALL
4602;3;P67775,Q14BN4,P49368;1;1.0000;3.0000;PPP2CA-PPP2R1A complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P67775,Q14BN4,P49368&tool=chartReport&annot=GOTERM_MF_ALL
4603;3;P02545,P20700,Q15365;2;2.0000;1.5000;Emerin architectural complex;0.2222;6;4.12087822380018e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02545,P20700,Q15365&tool=chartReport&annot=GOTERM_MF_ALL
4604;3;P31949,P04083,P04271;2;2.0000;1.5000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31949,P04083,P04271&tool=chartReport&annot=GOTERM_MF_ALL
4605;3;Q16531,P62241,Q15843;1;1.0000;3.0000;DDB complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q16531,P62241,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
4606;3;Q13185,P83916,P10412;1;1.0000;3.0000;CEN complex;0.0090;37;0.0733338501923267;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13185,P83916,P10412&tool=chartReport&annot=GOTERM_MF_ALL
4607;3;Q12933,Q9NR28,P21333;2;2.0000;1.5000;TRAF2-TRADD complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12933,Q9NR28,P21333&tool=chartReport&annot=GOTERM_MF_ALL
4608;3;P35606,O14579,P48444;1;1.0000;3.0000;CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex;0.0278;12;0.02419249399335864;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35606,O14579,P48444&tool=chartReport&annot=GOTERM_MF_ALL
4609;3;P35222,Q14192,P19022;2;2.0000;1.5000;FHL2 homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35222,Q14192,P19022&tool=chartReport&annot=GOTERM_MF_ALL
4610;3;P98160,P06396,P02751;2;2.0000;1.5000;FN1-TGM2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P98160,P06396,P02751&tool=chartReport&annot=GOTERM_MF_ALL
4611;3;P60520,P07237,Q9GZZ9;1;1.0000;3.0000;Prolyl 4-hydroxylase (alpha(III)-type);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60520,P07237,Q9GZZ9&tool=chartReport&annot=GOTERM_MF_ALL
4612;3;P05388,P62750,Q92973;2;2.0000;1.5000;60S ribosomal subunit, cytoplasmic;0.0284;47;0.002914646694636506;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P05388,P62750,Q92973&tool=chartReport&annot=GOTERM_MF_ALL
4613;3;P02511,P05067,P01023;2;2.0000;1.5000;Amyloid beta protein oligomer;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P05067,P01023&tool=chartReport&annot=GOTERM_MF_ALL
4614;3;P46459,P63027,P54920;3;3.0000;1.0000;SNARE complex (STX11, VAMP2, SNAP23);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P46459,P63027,P54920&tool=chartReport&annot=GOTERM_MF_ALL
4615;3;Q8WZ42,O15273,Q5VST9;3;3.0000;1.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WZ42,O15273,Q5VST9&tool=chartReport&annot=GOTERM_MF_ALL
4616;3;O43765,P11142,Q9NZL4;1;1.0000;3.0000;DNAJB2-HSPA8-PSMA3 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43765,P11142,Q9NZL4&tool=chartReport&annot=GOTERM_MF_ALL
4617;3;P50995,P06703,P04271;1;1.0000;3.0000;CACY homodimer  complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P50995,P06703,P04271&tool=chartReport&annot=GOTERM_MF_ALL
4618;3;P04792,Q9UJY1,P99999;1;1.0000;3.0000;Apoptosome;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P04792,Q9UJY1,P99999&tool=chartReport&annot=GOTERM_MF_ALL
4619;3;P23528,P68133,P48643;2;2.0000;1.5000;Cofilin-actin-CAP1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23528,P68133,P48643&tool=chartReport&annot=GOTERM_MF_ALL
4620;3;Q8TD16,Q13561,P20340;1;1.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8TD16,Q13561,P20340&tool=chartReport&annot=GOTERM_MF_ALL
4621;3;P02511,P35222,P19022;4;4.0000;0.7500;Cell-cell junction complex (CDH1-CTNNB1);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P35222,P19022&tool=chartReport&annot=GOTERM_MF_ALL
4622;3;P21926,O75369,P05556;1;1.0000;3.0000;ITGA7-ITGB1-CD9 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P21926,O75369,P05556&tool=chartReport&annot=GOTERM_MF_ALL
